,Game Name,Developer,Genre,Rating,Ratings Count,Reviews,Installs,Real Installs,Price,Free,Content Rating,Released,Updated,Version,Developer Website
87,Power Rangers: Legacy Wars,nWay Inc.,Action,3.7098315,450990.0,19214.0,"50,000,000+",69363012,0.0,True,Teen,"Mar 22, 2017",1779930657.0,3.8.7,http://playlegacywars.com
88,DomiNations,Big Huge Games.,Strategy,4.346438,816946.0,36525.0,"10,000,000+",20240320,0.0,True,Everyone 10+,"Apr 1, 2015",1781300323.0,13.1580.1581,https://bighugegames.com/support/
89,R-TYPE II,Dotemu,Arcade,4.3861384,6479.0,349.0,"100,000+",106218,1.99,False,Everyone,"Feb 12, 2014",1697459802.0,1.3.0,http://www.dotemu.com
90,Magic: The Gathering Arena,Wizards of the Coast LLC,Card,4.137709,289451.0,30161.0,"5,000,000+",8095894,0.0,True,Teen,"Mar 17, 2021",1782876869.0,2026.60.21.6585,https://magic.wizards.com/en/mtgarena-welcome
91,Cricket Manager League,Arcadon Gamelab,Sports,,,,"50,000+",69134,0.0,True,Everyone,,1782281944.0,0.13.4,https://arcadongames.com/
92,Zombie Hunter: Offline Games,VNGGames Studios,Action,4.4261317,203181.0,6329.0,"50,000,000+",51290577,0.0,True,Teen,"Apr 23, 2020",1782094229.0,1.102.1,http://deadtarget.com
93,Honkai: Star Rail,COGNOSPHERE PTE. LTD.,Adventure,3.7844398,516095.0,13857.0,"10,000,000+",36369488,0.0,True,Teen,"Apr 6, 2023",1779509320.0,4.3.0,https://hsr.hoyoverse.com/
94,Amusement Arcade 3D,Mouse Games,Arcade,4.248175,16607.0,868.0,"1,000,000+",4156085,0.0,True,Everyone,"Feb 26, 2017",1723609628.0,1.0.12,http://www2.mouse-games.com
95,Cash Tornado™ Slots - Casino,Zeroo Gravity Games,Casino,4.7961116,321948.0,40629.0,"10,000,000+",12724936,0.0,True,Teen,"May 10, 2019",1781256302.0,2.2.9,http://zeroogravitygames.com/
96,Offline Games No WiFi internet,Fun Offline Games,Casual,4.576054,624394.0,3107.0,"100,000,000+",165121651,0.0,True,Everyone 10+,"Aug 1, 2020",1782750908.0,3.57,http://720.media
97,Balloon Pop Kids Learning Game,Bebi Family: preschool learning games for kids,Educational,4.3472223,46103.0,6634.0,"5,000,000+",5537814,0.0,True,Everyone,"Jan 24, 2020",1782734483.0,19.01.25,http://bebi.family
98,Hits & More: Music Trivia Game,BBG Entertainment,Trivia,4.3333335,65.0,3.0,"10,000+",12320,0.0,True,Everyone,"Sep 30, 2024",1781690174.0,72,https://www.quizwithfritz.com/
99,Drift Max Pro Car Racing Game,Tiramisu,Racing,4.720506,2060690.0,40953.0,"100,000,000+",139011984,0.0,True,Everyone,"Dec 15, 2017",1781005616.0,Varies with device,https://www.tiramisu.game/
100,Asphalt 8 - Car Racing Game,Gameloft SE,Racing,4.5838695,11948162.0,285981.0,"500,000,000+",568843527,0.0,True,Everyone 10+,"Aug 20, 2013",1783079467.0,9.0.1e,http://www.gameloft.com/
101,Piano Kids - Music & Songs,Orange Studios Games,Music,4.335283,725137.0,5848.0,"100,000,000+",365269944,0.0,True,Everyone,"Feb 2, 2016",1782322549.0,3.73,http://orangestudiosgames.com
102,ONE PIECE TREASURE CRUISE-RPG,Bandai Namco Entertainment Inc.,Role Playing,4.5027475,817590.0,88603.0,"10,000,000+",23336967,0.0,True,Teen,"Feb 8, 2015",1781855959.0,16.0.4,https://www.bandainamcoent.co.jp/english/
103,Goods Puzzle: Sort Challenge™,FALCON GAMES,Puzzle,4.687896,725491.0,7825.0,"50,000,000+",57982071,0.0,True,Everyone,"Apr 1, 2024",1782876945.0,5.08,https://falcongames.com.vn/
104,Music Piano 7: Rush Song Games,Melodya Muses,Music,4.7528663,411550.0,2717.0,"50,000,000+",78834172,0.0,True,Everyone,"Oct 12, 2023",1782992616.0,3.7.13,https://com-bunbunstudio-magicblocktiles.netlify.app/app-ads.txt
105,RETRODY : Retro Arcade Games,sungjun221,Arcade,4.4343433,1238.0,26.0,"100,000+",145047,0.0,True,Everyone,"Feb 17, 2025",1782465950.0,0.5.5,https://retrody.com
106,Dead Trigger 2 FPS Zombie Game,Deca_Games,Action,4.472278,3249102.0,142792.0,"100,000,000+",105161552,0.0,True,Mature 17+,"Oct 23, 2013",1781176405.0,3.1.4,https://decagames.com
107,Pocket Champs: 3D Racing Games,Madbox,Arcade,4.502324,1199765.0,16982.0,"50,000,000+",55672669,0.0,True,Everyone,"Feb 4, 2021",1782910851.0,7.7.12,https://madbox.io/
108,Jurassic World™: The Game,Ludia Games Inc.,Simulation,4.2975535,1909445.0,152013.0,"100,000,000+",107425899,0.0,True,Teen,"May 11, 2015",1781036554.0,1.89.19,https://www.ludia.com/
109,Lords Mobile: Kingdom Wars,IGG.COM,Strategy,4.4943204,9157499.0,181070.0,"500,000,000+",623071376,0.0,True,Teen,"Mar 21, 2016",1782804414.0,2.197,https://igg.com/
110,Toca Boca World,Toca Boca,Educational,4.32953,6719265.0,215376.0,"100,000,000+",441701255,0.0,True,Everyone,"Nov 21, 2018",1782389126.0,1.134,https://tocaboca.com/help/
111,Stick Cricket Clash,Stick Sports Ltd,Sports,4.2178216,20953.0,44.0,"1,000,000+",1742027,0.0,True,Everyone,"May 10, 2023",1782350821.0,2.3.7,https://www.sticksports.com/
112,Modern Combat 5: mobile FPS,Gameloft SE,Action,4.5766582,4261371.0,109130.0,"100,000,000+",207126254,0.0,True,Mature 17+,"Jul 23, 2014",1782920372.0,6.0.8a,http://www.gameloft.com/
113,Dragon City: Mobile Adventure,Social Point,Simulation,4.71558,10699947.0,626654.0,"100,000,000+",239277599,0.0,True,Everyone,"Jul 3, 2013",1783351084.0,26.8.5,https://www.socialpoint.es
114,Soccer Manager 2026 - Football,Invincibles Studio Ltd,Sports,4.308458,133675.0,584.0,"10,000,000+",12751087,0.0,True,Everyone,"Sep 23, 2024",1782316487.0,3.7.1,https://invinciblesstudio.com/
115,Township,Playrix,Casual,4.688635,12744191.0,371811.0,"500,000,000+",506636128,0.0,True,Everyone,"Nov 8, 2013",1782935591.0,37.0.2,https://www.playrix.com/township/index.html
116,Need for Speed™ No Limits,ELECTRONIC ARTS,Racing,4.398647,5244413.0,118104.0,"100,000,000+",344700882,0.0,True,Everyone 10+,"Sep 16, 2015",1780463111.0,9.3.0,http://www.ea.com/android
117,Wordzee! - Puzzle Word Game,MAG Interactive,Word,4.506939,70918.0,9140.0,"5,000,000+",5969348,0.0,True,Everyone,"Nov 27, 2019",1782920558.0,2.15.0,https://www.maginteractive.com
118,Genshin Impact,COGNOSPHERE PTE. LTD.,Adventure,3.1925228,5197442.0,133010.0,"100,000,000+",141839133,0.0,True,Teen,"Sep 26, 2020",,Varies with device,https://genshin.hoyoverse.com/
119,Mouse Trap: Hasbro Board Game,Marmalade Game Studio,Board,4.4957266,1998.0,297.0,"100,000+",150258,2.99,False,Everyone,"Mar 22, 2023",1763140299.0,1.0.12,https://www.marmaladegamestudio.com/
120,Rent Please! Landlord Sim,ShimmerGames,Simulation,4.445783,382191.0,9482.0,"10,000,000+",22549434,0.0,True,Everyone,"Oct 24, 2022",1782892324.0,1.91.5.2,https://shimmergames.com/
121,The Wolf: Animal Game MMORPG,Rage Quit Games Group,Role Playing,4.581862,1069642.0,67704.0,"50,000,000+",80500203,0.0,True,Teen,"Jan 18, 2017",1780222535.0,4.6.0,https://ragequitgames.com/
122,Race Master 3D: Car Racing,Beresnev Games,Racing,4.5283985,3353805.0,11247.0,"100,000,000+",487757319,0.0,True,Everyone,"Apr 29, 2021",1782309344.0,3.15.1.3579,https://beresnev.games
123,Cytus II,RAYARK,Music,4.060223,136752.0,5549.0,"1,000,000+",4039280,1.99,False,Teen,"Mar 7, 2018",1781857075.0,5.2.16,https://www.rayark.com/g/cytus2/
124,Disney Solitaire,SuperPlay.,Card,4.810469,784880.0,57471.0,"10,000,000+",17867050,0.0,True,Everyone,"Apr 16, 2025",1782400011.0,1.21.0,
125,Dark War Survival,Omnilojo Pte Ltd,Strategy,4.3525057,786146.0,24030.0,"10,000,000+",30348905,0.0,True,Everyone 10+,"May 19, 2024",1783065104.0,1.250.653,
126,Roll Masters: Arcade Bowling™,Liberty Pixel,Casual,4.6372547,997.0,266.0,"50,000+",92998,0.0,True,Everyone,"Nov 21, 2025",1782249836.0,1.0.9,https://libertypixel.games
127,Pinball: Classic Arcade Games,CYBERNAUTICA,Arcade,3.88,1626.0,108.0,"100,000+",313230,0.0,True,Everyone,"Oct 23, 2015",1782516896.0,4.9,http://www.cybernautica.cz
128,The Game of Life 2,Marmalade Game Studio,Board,4.5351853,19882.0,3208.0,"500,000+",588111,4.99,False,Everyone,"Jul 15, 2020",1761134885.0,1.0.5,https://www.marmaladegamestudio.com/
129,UNO!™,Mattel163 Limited,Card,4.3402405,2561026.0,68548.0,"100,000,000+",296304196,0.0,True,Everyone,"Nov 14, 2018",1781166911.0,1.17.5378,http://www.letsplayuno.com/
130,Honor of Kings,Level Infinite,Action,4.2204347,1758322.0,5722.0,"50,000,000+",92763165,0.0,True,Everyone 10+,"Jun 18, 2024",1782898145.0,11.4.1.7,https://www.honorofkings.com/
131,Arrow Puzzle: Tap Puzzle Games,Easybrain,Puzzle,4.8477864,759601.0,3209.0,"10,000,000+",37303743,0.0,True,Everyone,"Nov 14, 2025",1782835072.0,1.7.1,https://easybrain.com
132,Dungeon Hunter 5:  Action RPG,Gameloft SE,Role Playing,4.240904,768969.0,25395.0,"10,000,000+",26111123,0.0,True,Teen,"Mar 11, 2015",1778559478.0,7.1.5a,http://www.gameloft.com/
133,CodyCross: Crossword Puzzles,"Fanatee, Inc.",Word,4.6784673,1495510.0,31031.0,"100,000,000+",116101937,0.0,True,Everyone,"Apr 5, 2017",1780591395.0,2.11.1,https://www.fanatee.com
134,Wicket Cricket Manager,Wicket Cricket Games,Sports,4.43,23027.0,91.0,"1,000,000+",1955094,0.0,True,Everyone,"Jun 11, 2017",1779658240.0,6.35,https://playwicketcricket.com
135,Word Riddle: Offline Word Game,Magic Word Games,Trivia,4.785293,185640.0,6983.0,"10,000,000+",47129184,0.0,True,Everyone,"Apr 15, 2020",1779264742.0,5.5,http://magicword.online
136,Call of Duty®: Mobile,"Activision Publishing, Inc.",Action,4.260538,16524502.0,810160.0,"100,000,000+",415829509,0.0,True,Mature 17+,"Sep 30, 2019",1782234521.0,1.0.56,http://www.activision.com
137,Word Wars - Word Game,PlaySimple Games,Word,4.4021797,84368.0,20384.0,"5,000,000+",8058224,0.0,True,Everyone,"Aug 29, 2017",1781082662.0,1.868,https://playsimple.in
138,MIDU Games | Quiz game,MIDU Dev Team,Sports,,,,"10,000+",14116,0.0,True,Everyone,"Jul 5, 2020",1730400468.0,3.0.8,https://midu-games.com
139,Rider – Stunt Bike Racing,Ketchapp,Arcade,4.3333774,1519406.0,27039.0,"100,000,000+",129918015,0.0,True,Everyone,"Jun 21, 2017",1783417681.0,3.06.0.04,http://www.ketchappgames.com
140,Beat Fire - Edm Gun Music Game,Adaric Music,Music,4.108381,326107.0,6820.0,"50,000,000+",79729366,0.0,True,Teen,"Nov 5, 2019",1782979367.0,2.1.2,http://musicgamestudio.top
141,Star Wars™: Galaxy of Heroes,ELECTRONIC ARTS,Role Playing,4.0413046,1799205.0,175654.0,"50,000,000+",74195479,0.0,True,Everyone 10+,"Nov 9, 2015",1782513960.0,0.40.2012955,https://www.ea.com/games/starwars/galaxy-of-heroes
142,Stamp Solitaire: Card Matching,ABI GLOBAL LTD.,Puzzle,4.6635513,8112.0,57.0,"500,000+",575180,0.0,True,Everyone,"Apr 30, 2026",1783339459.0,0.21.3,https://abigames.com.vn/
143,Cash Rally - Slots Casino Game,SpinX Games Limited,Casino,4.6429358,20839.0,5461.0,"1,000,000+",1124568,0.0,True,Teen,"Jul 3, 2023",1782210744.0,10.64,https://spinxgames.com/
144,FIFA Panini Collection,Panini S.p.A.,Sports,4.1747575,29733.0,168.0,"10,000,000+",14694467,0.0,True,Everyone,"Apr 17, 2026",1783085097.0,1.4.0,
145,Word Trip - Word Puzzle Game,PlaySimple Games,Word,4.867644,576161.0,102318.0,"10,000,000+",23522338,0.0,True,Everyone,"Jun 20, 2017",1782888586.0,1.800.0,https://playsimple.in
146,Fortnite,"Epic Games, Inc",Action,3.9272156,435285.0,32664.0,"10,000,000+",30943976,0.0,True,Teen,"Apr 20, 2020",1781814570.0,41.10.0-55227503-Android,https://www.epicgames.com/help
147,SoEasy Mahjong: Solitaire,SOFISH GAMES,Casual,4.8431373,4930.0,74.0,"1,000,000+",3341751,0.0,True,Everyone,"Apr 17, 2026",1783421956.0,1.0.9,https://www.sofish.com/
148,Bingo Blitz™️ - Bingo Games,Playtika Santa Monica,Board,4.640936,1424286.0,296664.0,"50,000,000+",82326945,0.0,True,Teen,"Sep 14, 2012",1783320912.0,6.00.0,https://www.bingoblitz.com/
149,Football League 2026,MOBILE SOCCER,Sports,4.4577346,1925797.0,10743.0,"100,000,000+",414500864,0.0,True,Everyone,"Nov 16, 2022",1782310207.0,0.1.98,https://soccer-league-7aa37.web.app
150,Where's My Seat?・Logic Puzzles,Smartmove Global,Puzzle,4.7105265,6292.0,130.0,"1,000,000+",2795142,0.0,True,Everyone,"May 19, 2026",1783419537.0,1.2.2,https://www.smartmoveglobal.co/
151,Blockudoku®: Block Puzzle Game,Easybrain,Puzzle,4.5902576,1278664.0,32834.0,"100,000,000+",122374494,0.0,True,Everyone,"Nov 22, 2019",1782228245.0,3.25.0,https://easybrain.com
152,Sky: Children of the Light,thatgamecompany inc,Role Playing,4.547439,1158136.0,33594.0,"10,000,000+",41101077,0.0,True,Everyone 10+,"Apr 6, 2020",1782503241.0,0.33.8 (399977),http://thatskygame.com/
153,Cricket League,Miniclip.com,Sports,4.617273,3678100.0,1549.0,"100,000,000+",228619848,0.0,True,Everyone,"Oct 15, 2021",1783005528.0,1.33.0,https://www.miniclip.com/
154,Bid Wars 2: Auction Simulator,By Aliens L.L.C-F.Z,Strategy,4.492498,1514509.0,105426.0,"10,000,000+",42838859,0.0,True,Everyone,"Nov 29, 2017",1782826702.0,2.38,https://byaliens.com
155,Dream Cricket 2025,Sporta Technologies Private Limited,Sports,3.5714285,180414.0,26.0,"10,000,000+",20085758,0.0,True,Everyone,"Feb 12, 2026",1782320506.0,1.5.66,https://dreamcricket.app/
156,Golf Battle,Miniclip.com,Sports,4.7190385,1294163.0,34279.0,"100,000,000+",101649880,0.0,True,Everyone,"Oct 24, 2018",1782812421.0,2.22.2,https://www.miniclip.com/
157,Questland: Turn Based RPG,Gamesture sp. z o.o.,Role Playing,4.74435,534972.0,26795.0,"5,000,000+",8123834,0.0,True,Everyone 10+,"Apr 11, 2018",1764950071.0,4.37.0,http://www.gamesture.com
158,Touchgrind BMX 2,Illusion Labs,Sports,4.589258,333040.0,5026.0,"50,000,000+",58124425,0.0,True,Everyone,"Dec 13, 2018",1773341413.0,2.4.10,http://www.illusionlabs.se
159,Geometry Dash,RobTop Games,Arcade,4.7476335,1075249.0,153072.0,"10,000,000+",11279372,3.99,False,Everyone 10+,"Aug 12, 2013",1769573677.0,2.2.144,http://www.robtopgames.com
160,CookieRun: Kingdom,Devsisters Corporation,Role Playing,4.789158,1505568.0,101117.0,"10,000,000+",30981164,0.0,True,Everyone 10+,"Jan 19, 2021",1783081429.0,Varies with device,https://cs.devsisters.com/ko/cookierun-kingdom
161,World Soccer Champs,Monkey I-Brow Studios,Sports,4.689919,1867583.0,11013.0,"10,000,000+",23781309,0.0,True,Everyone,"May 18, 2020",1783422290.0,11.3,https://www.monkeyibrowstudios.com/
162,NBA Infinite - PvP Basketball,Level Infinite,Sports,3.7834275,45058.0,2599.0,"10,000,000+",10989120,0.0,True,Everyone,"Feb 17, 2024",1774427717.0,1.18194.6000.0,
163,Zombie Catchers : Hunt & sell,Deca Games,Action,4.607763,2432358.0,25854.0,"100,000,000+",240529651,0.0,True,Everyone,"Jan 27, 2016",1782716313.0,1.67.15,https://decagames.com
164,Mario Kart Tour,"Nintendo Co., Ltd.",Action,4.317244,2175824.0,219183.0,"100,000,000+",164465658,0.0,True,Everyone,"Sep 24, 2019",1762417263.0,3.7.0,https://mariokarttour.com/
165,Stop 2 - Word Trivia Game,"Fanatee, Inc.",Word,4.4158654,116234.0,1094.0,"10,000,000+",17479121,0.0,True,Everyone,"Mar 1, 2023",1761571430.0,1.6.2,http://www.fanatee.com
166,Klondike Adventures: Farm Game,VIZOR APPS LTD.,Simulation,4.5999265,1369079.0,56639.0,"100,000,000+",109652952,0.0,True,Everyone,"Apr 3, 2018",1781888501.0,Varies with device,https://vizor-games.com/
167,Duolingo: Language Lessons,Duolingo,Education,4.7268543,47225951.0,949680.0,"500,000,000+",935071601,0.0,True,Everyone,"May 29, 2013",1783363834.0,Varies with device,https://www.duolingo.com/help/support-request
168,Boom Beach: War Strategy Game,Supercell,Strategy,4.455191,6257626.0,289443.0,"100,000,000+",107629804,0.0,True,Everyone 10+,"Jun 18, 2014",1782288070.0,62.94,https://help.supercellsupport.com/boom-beach/en/
169,Diablo Immortal,"Blizzard Entertainment, Inc.",Role Playing,4.708053,2053167.0,67524.0,"10,000,000+",23282844,0.0,True,Mature 17+,"May 31, 2022",1781045741.0,5.0.0,https://battle.net/support/help/games/immortal
170,Guitar Band: Rock Battle,Supercharge Mobile,Music,4.485169,304610.0,10883.0,"50,000,000+",53087937,0.0,True,Everyone,"Sep 27, 2017",1782423233.0,4.17.0,https://www.superchargemobile.app/
171,City Island 3 - Sim Builder,Sparkling Society - Build Town City Building Games,Simulation,4.393365,372074.0,9981.0,"10,000,000+",24089454,0.0,True,Everyone,"Dec 27, 2014",1774859210.0,3.9.0,http://www.sparklingsociety.net
172,Kick the Buddy－Fun Action Game,Playgendary Limited,Action,4.121051,3567287.0,195550.0,"500,000,000+",512151155,0.0,True,Teen,"May 22, 2018",1779791906.0,2.17.2,https://newplg.dev/
173,"PK XD: Fun, friends & games",Afterverse Games,Adventure,4.6837964,6325264.0,74110.0,"100,000,000+",357848868,0.0,True,Everyone 10+,"Jul 12, 2019",1783031652.0,Varies with device,http://www.afterverse.com/
174,Happy Color®: Color by Number,X-FLOW,Board,4.5761538,3857799.0,399889.0,"100,000,000+",334691871,0.0,True,Everyone,"Jan 24, 2018",1779895779.0,2.22.6,https://xflowgames.com/
175,Summoners War X Frieren,Com2uS,Role Playing,3.9613264,2333767.0,146136.0,"50,000,000+",78394757,0.0,True,Teen,"Jun 2, 2014",,Varies with device,https://www.com2us.com
176,Motorcycle Customs,LETS FUN - publisher of match 3 puzzle game,Casual,,,,"100,000+",238167,0.0,True,Everyone,,1777544072.0,Varies with device,https://www.letsfungame.com
177,Zen Word® - Relax Puzzle Game,Oakever Games,Word,4.838087,731037.0,15259.0,"50,000,000+",53291757,0.0,True,Everyone,"Mar 31, 2023",1782961227.0,2.31.1,https://oakevergames.com/
178,MARVEL SNAP: Hero Strategy CCG,Second Dinner,Strategy,3.3773499,480376.0,23245.0,"10,000,000+",19504092,0.0,True,Teen,"Oct 15, 2022",1781113402.0,54.12.1,https://www.marvelsnap.com/
179,Magic Tiles 3™ - Piano Game,AMANOTES PTE. LTD.,Music,4.5896664,3484786.0,110757.0,"500,000,000+",822474893,0.0,True,Everyone 10+,"Feb 24, 2017",1783095967.0,13.062.101,https://amanotes.com/
180,Hungry Shark Evolution,Ubisoft Entertainment,Arcade,4.493914,7584926.0,245043.0,"500,000,000+",615842614,0.0,True,Teen,"Feb 22, 2013",1782744920.0,14.2.2,https://www.ubisoft.com/
181,Free Fire MAX,GARENA INTERNATIONAL I,Action,4.4554925,31267952.0,69172.0,"500,000,000+",915436776,0.0,True,Teen,"Sep 18, 2021",1781666310.0,2.126.1,
182,Offline Games - No Wifi Games,JindoBlu,Casual,4.6267138,468028.0,14135.0,"100,000,000+",195835807,0.0,True,Everyone,"Aug 4, 2023",1780865641.0,3.12.3,https://www.jindoblu.com
183,Ludo Buzz - Multiplayer Game,Popup Games,Board,3.94,15686.0,26.0,"10,000,000+",24505943,0.0,True,Everyone,"Oct 23, 2021",1783258188.0,242,https://popup.games
184,EA SPORTS FC™ 26 Companion,ELECTRONIC ARTS,Sports,3.5299456,658876.0,5681.0,"50,000,000+",55905048,0.0,True,Everyone,"Sep 21, 2016",1780419758.0,26.7.0.10789,http://www.ea.com/android
185,PUBG MOBILE,Level Infinite,Action,4.3251443,48493125.0,859717.0,"1,000,000,000+",1092982730,0.0,True,Teen,"Mar 19, 2018",1777363707.0,4.4.0,https://www.pubgmobile.com/
186,Geometry Dash Lite,RobTop Games,Arcade,4.407046,7762282.0,496770.0,"500,000,000+",605649263,0.0,True,Everyone 10+,"Sep 15, 2013",1769781830.0,2.2.147,http://www.robtopgames.com
187,Cricket Chairman: T20 Manager,ahangrykoala,Sports,3.6,473.0,2.0,"10,000+",13868,0.0,True,Everyone,"Mar 4, 2026",1778645935.0,1.6.9,https://cricket-chairman-d3cf2.web.app
188,Battle Legion: Mass Troops RPG,GODSPEED GAMES,Simulation,4.5333333,117077.0,3918.0,"1,000,000+",4891678,0.0,True,Everyone 10+,"Jul 1, 2020",1780575963.0,4.6.9,https://www.battlelegion.com/
189,Lanota - Music game with story,Noxy Games Inc.,Music,4.3357935,37086.0,1071.0,"1,000,000+",1675078,0.0,True,Everyone,"Aug 23, 2016",1779799455.0,3.2.6,https://noxygames.com/lanota/
190,Arcaea,lowiro,Music,4.6856666,145896.0,3310.0,"5,000,000+",5642306,0.0,True,Teen,"Mar 8, 2017",1781771409.0,6.15.0,https://arcaea.lowiro.com
191,Domino - Dominos online game,ZiMAD,Board,4.428492,143234.0,5088.0,"10,000,000+",35633524,0.0,True,Everyone,"Jun 30, 2017",1782487882.0,3.34.0,https://zimad.com/
192,RUSH: Xtreme,SayGames Ltd,Racing,4.5965037,448821.0,2018.0,"10,000,000+",18832695,0.0,True,Everyone 10+,"Jul 15, 2025",1781017222.0,1.6.1,https://say.games/
193,Basketball Stars: Multiplayer,Miniclip.com,Sports,4.643223,1738094.0,110672.0,"100,000,000+",135127838,0.0,True,Everyone,"Mar 16, 2016",1781267282.0,3.1.2,https://www.miniclip.com
194,MotoGP Guru Racing 25/26,Tifansi Pty Ltd,Racing,4.3851185,811924.0,4545.0,"10,000,000+",46619406,0.0,True,Everyone,"Jun 6, 2016",1773313005.0,15.0.15,http://www.championshipquest.com
195,Temple Run,Imangi Studios,Arcade,4.2298265,5160853.0,326198.0,"500,000,000+",958954756,0.0,True,Everyone,"Mar 26, 2012",1780514646.0,1.39.0,http://www.imangistudios.com/contact.html
196,Brawl Stars,Supercell,Action,4.201073,25981338.0,325429.0,"500,000,000+",542395663,0.0,True,Everyone 10+,"Dec 12, 2018",1782993531.0,68.263,https://help.supercellsupport.com/brawl-stars/en/
197,Harry Potter: Puzzles & Spells,Zynga,Puzzle,4.6998377,911421.0,53202.0,"10,000,000+",24863952,0.0,True,Everyone,"Sep 22, 2020",1782703831.0,113.0.354,http://www.zynga.com
198,Arrows – Puzzle Escape,Lessmore GmbH,Puzzle,4.756658,1546643.0,17074.0,"50,000,000+",91767111,0.0,True,Everyone,"Jul 9, 2025",1782486111.0,0.19.1,https://lessmore.games/
199,MONOPOLY Slots - Casino Games,SciPlay,Casino,4.6294646,225913.0,48847.0,"5,000,000+",9275148,0.0,True,Teen,"Apr 17, 2018",1782134863.0,7.12.1,https://www.sciplay.com/
200,Sniper 3D：Gun Shooting Games,Wildlife Studios,Action,4.595284,18222102.0,450190.0,"500,000,000+",792857911,0.0,True,Mature 17+,"Nov 13, 2014",1783113155.0,6.40.2,https://wildlifestudios.com/
201,Root Board Game,Dire Wolf Digital,Board,4.880814,10584.0,604.0,"100,000+",139011,3.0,False,Everyone,"Sep 24, 2020",1772852998.0,2.1.5,https://www.direwolfdigital.com
202,Lightning Link Casino Slots,Product Madness,Casino,4.703818,275619.0,50218.0,"10,000,000+",14222180,0.0,True,Teen,"Aug 31, 2018",1781691399.0,10.8.1,https://www.productmadness.com
203,Cash Storm Slots Games,TRIWIN,Casino,4.7052565,158250.0,17854.0,"5,000,000+",8254044,0.0,True,Everyone,"Jul 28, 2019",1781596239.0,2.7.8,https://www.triwingames.com
204,Prodigy Math: Kids Game,Prodigy Education Inc,Educational,4.7306247,66978.0,24600.0,"5,000,000+",8188441,0.0,True,Everyone,"Jun 8, 2018",1764789546.0,4.9.8,https://www.prodigygame.com
205,Guardians of Cloudia,NEOCRAFT LIMITED,Role Playing,3.0591497,102503.0,2542.0,"1,000,000+",4562406,0.0,True,Everyone 10+,"May 26, 2021",1727337627.0,Varies with device,https://goc.neocraftstudio.com/
206,Zombie Fire 3D: Offline Game,VNGGames Studios,Action,4.6061416,142222.0,4467.0,"10,000,000+",33820237,0.0,True,Mature 17+,"Jan 14, 2023",1776420857.0,1.45.0,http://deadtarget.com
207,Yu-Gi-Oh! Master Duel,KONAMI,Card,4.3676505,256584.0,14959.0,"10,000,000+",11197542,0.0,True,Teen,"Feb 2, 2022",1777509852.0,2.7.0,https://www.konami.com/yugioh/masterduel/
208,Cash Frenzy™ - Casino Slots,SpinX Games Limited,Casino,4.749125,1135153.0,222658.0,"10,000,000+",30951395,0.0,True,Teen,"Jan 12, 2019",1783051908.0,Varies with device,https://spinxgames.com/
209,Fate/Grand Order (English),Aniplex Inc.,Role Playing,3.9974856,107263.0,15560.0,"5,000,000+",5309289,0.0,True,Teen,"Jun 24, 2017",1782805428.0,2.90.2,http://fate-go.us/
210,Force of Warships: War Games,XDEVS LTD,Action,4.2274246,87506.0,2398.0,"5,000,000+",7008357,0.0,True,Everyone 10+,"Mar 23, 2022",1781002343.0,7.01.5,https://xdevs.ltd
211,Football Legacy Manager 26,Hockey Legacy Manager,Sports,3.8148148,80.0,26.0,"10,000+",10961,0.0,True,Everyone,"Sep 5, 2025",1762387191.0,26.1.24,https://footballlegacymanager.com/
212,Mad Skills Motocross 2,Turborilla,Racing,4.09705,460883.0,12407.0,"50,000,000+",55561434,0.0,True,Everyone,"Feb 19, 2014",1774270816.0,2.56.5043,http://www.turborilla.com/
213,Hero of Aethric Turn Based RPG,Northern Forge,Role Playing,4.567384,52553.0,1910.0,"1,000,000+",3069029,0.0,True,Teen,"Nov 15, 2022",1781532146.0,3.24.2,https://northernforge.com
214,EA SPORTS FC Soccer Mobile 26,ELECTRONIC ARTS,Sports,4.543244,22176051.0,239608.0,"500,000,000+",769908385,0.0,True,Everyone,"Oct 10, 2016",1782216058.0,27.0.03,http://www.ea.com/android
215,Witchcraft!,Mantita Games,Card,4.7777777,115.0,14.0,"1,000+",2462,2.99,False,Everyone 10+,"Apr 13, 2026",1782131809.0,1.5,https://mantita.games/witchcraft
216,Word Connect,ZenLife Games Ltd,Word,4.7869406,1272380.0,159813.0,"50,000,000+",77103251,0.0,True,Everyone,"Jun 5, 2017",1782989873.0,9.702.508,https://www.zenlifegames.com/
217,Words of Wonders: Crossword,Fugo Games,Word,4.8799334,6347614.0,42528.0,"100,000,000+",465838294,0.0,True,Everyone,"Apr 10, 2018",1782728723.0,5.7.1,http://www.fugo.com.tr
218,Critical Ops: Multiplayer FPS,Critical Force Ltd.,Action,4.337384,2472482.0,69512.0,"100,000,000+",113040273,0.0,True,Teen,"Oct 5, 2015",1782852543.0,1.70.1.f3288,http://criticalforce.fi/
219,Trivia Crack: Brain Quiz Games,etermax,Trivia,4.48356,7878290.0,526274.0,"100,000,000+",267273382,0.0,True,Everyone,"Oct 24, 2013",1783368399.0,3.376.0,https://www.etermax.com
220,Classic Slots™ - Casino Games,Slots Limited,Casino,4.7793784,127477.0,29603.0,"5,000,000+",7210740,0.0,True,Teen,"Jul 20, 2016",1782742883.0,1.0.766,http://www.slotslimited.com
